
time,ax,ay,az,wx,wy,wz,
0.003,0.08,0.03,0.68,-0.00,-0.00,-0.00,
0.003,0.08,0.03,0.68,-0.00,-0.00,-0.00,
0.004,-0.01,-0.00,0.43,-0.00,-0.00,-0.00,
0.004,-0.01,-0.00,0.43,-0.00,-0.00,-0.00,
0.005,-0.01,-0.00,0.43,0.00,-0.00,-0.00,
0.005,-0.01,-0.00,0.43,0.00,-0.00,-0.00,
0.005,-0.13,-0.00,0.16,0.00,-0.00,-0.00,
0.006,-0.13,-0.00,0.16,0.00,-0.00,-0.00,
0.006,-0.13,-0.00,0.16,-0.00,-0.00,-0.00,
0.006,-0.13,-0.00,0.16,-0.00,-0.00,-0.00,
0.006,-0.21,-0.03,-0.09,-0.00,-0.00,-0.00,
0.007,-0.21,-0.03,-0.09,-0.00,-0.00,-0.00,
0.014,-0.21,-0.03,-0.09,0.00,-0.00,-0.00,
0.015,-0.21,-0.03,-0.09,0.00,-0.00,-0.00,
0.015,-0.27,-0.06,-0.26,0.00,-0.00,-0.00,
0.016,-0.27,-0.06,-0.26,0.00,-0.00,-0.00,
0.024,-0.27,-0.06,-0.26,-0.00,-0.00,0.00,
0.025,-0.27,-0.06,-0.26,-0.00,-0.00,0.00,
0.025,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.025,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.034,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.035,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.035,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.035,-0.30,-0.09,-0.29,-0.00,-0.00,0.00,
0.044,-0.30,-0.09,-0.29,-0.00,0.00,0.00,
0.044,-0.30,-0.09,-0.29,-0.00,0.00,0.00,
0.045,-0.23,-0.08,-0.03,-0.00,0.00,0.00,
0.045,-0.23,-0.08,-0.03,-0.00,0.00,0.00,
0.052,-0.23,-0.08,-0.03,0.00,-0.00,0.00,
0.053,-0.23,-0.08,-0.03,0.00,-0.00,0.00,
0.054,-0.19,-0.04,0.13,0.00,-0.00,0.00,
0.054,-0.19,-0.04,0.13,0.00,-0.00,0.00,
0.062,-0.19,-0.04,0.13,-0.00,0.00,-0.00,
0.063,-0.19,-0.04,0.13,-0.00,0.00,-0.00,
0.063,-0.15,0.01,0.29,-0.00,0.00,-0.00,
0.063,-0.15,0.01,0.29,-0.00,0.00,-0.00,
0.083,-0.15,0.01,0.29,0.00,0.00,0.00,
0.085,-0.15,0.01,0.29,0.00,0.00,0.00,
0.086,-0.12,0.05,0.42,0.00,0.00,0.00,
0.086,-0.12,0.05,0.42,0.00,0.00,0.00,
0.087,-0.12,0.05,0.42,0.00,-0.00,0.00,
0.088,-0.12,0.05,0.42,0.00,-0.00,0.00,
0.088,-0.12,0.05,0.42,0.00,-0.00,0.00,
0.089,-0.10,0.09,0.55,0.00,-0.00,0.00,
0.09,-0.10,0.09,0.55,0.00,-0.00,0.00,
0.09,-0.10,0.09,0.55,0.00,-0.00,0.00,
0.101,-0.10,0.09,0.55,0.00,-0.00,-0.00,
0.102,-0.10,0.09,0.55,0.00,-0.00,-0.00,
0.103,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.103,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.105,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.106,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.106,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.107,-0.01,0.11,0.64,0.00,-0.00,-0.00,
0.115,-0.01,0.11,0.64,0.00,0.00,-0.00,
0.116,-0.01,0.11,0.64,0.00,0.00,-0.00,
0.116,0.02,0.08,0.51,0.00,0.00,-0.00,
0.117,0.02,0.08,0.51,0.00,0.00,-0.00,
0.124,0.02,0.08,0.51,0.00,0.00,-0.00,
0.125,0.02,0.08,0.51,0.00,0.00,-0.00,
0.125,0.02,0.08,0.51,0.00,0.00,-0.00,
0.126,0.02,0.08,0.51,0.00,0.00,-0.00,
0.133,0.02,0.08,0.51,0.00,-0.00,-0.00,
0.135,0.02,0.08,0.51,0.00,-0.00,-0.00,
0.136,-0.06,0.04,0.30,0.00,-0.00,-0.00,
0.137,-0.06,0.04,0.30,0.00,-0.00,-0.00,
0.142,-0.06,0.04,0.30,-0.00,-0.00,-0.00,
0.143,-0.06,0.04,0.30,-0.00,-0.00,-0.00,
0.143,-0.10,-0.01,0.22,-0.00,-0.00,-0.00,
0.144,-0.10,-0.01,0.22,-0.00,-0.00,-0.00,
0.152,-0.10,-0.01,0.22,0.00,0.00,0.00,
0.153,-0.10,-0.01,0.22,0.00,0.00,0.00,
0.154,-0.13,-0.06,0.15,0.00,0.00,0.00,
0.155,-0.13,-0.06,0.15,0.00,0.00,0.00,
0.162,-0.13,-0.06,0.15,0.00,0.00,-0.00,
0.163,-0.13,-0.06,0.15,0.00,0.00,-0.00,
0.164,-0.17,-0.10,0.08,0.00,0.00,-0.00,
0.165,-0.17,-0.10,0.08,0.00,0.00,-0.00,
0.171,-0.17,-0.10,0.08,0.00,-0.00,0.00,
0.172,-0.17,-0.10,0.08,0.00,-0.00,0.00,
0.173,-0.21,-0.13,0.04,0.00,-0.00,0.00,
0.174,-0.21,-0.13,0.04,0.00,-0.00,0.00,
0.181,-0.21,-0.13,0.04,0.00,0.00,0.00,
0.182,-0.21,-0.13,0.04,0.00,0.00,0.00,
0.183,-0.23,-0.10,0.04,0.00,0.00,0.00,
0.184,-0.23,-0.10,0.04,0.00,0.00,0.00,
0.19,-0.23,-0.10,0.04,-0.00,0.00,-0.00,
0.19,-0.23,-0.10,0.04,-0.00,0.00,-0.00,
0.191,-0.21,-0.10,0.08,-0.00,0.00,-0.00,
0.191,-0.21,-0.10,0.08,-0.00,0.00,-0.00,
0.202,-0.21,-0.10,0.08,-0.00,-0.00,0.00,
0.203,-0.21,-0.10,0.08,-0.00,-0.00,0.00,
0.203,-0.15,-0.10,0.14,-0.00,-0.00,0.00,
0.204,-0.15,-0.10,0.14,-0.00,-0.00,0.00,
0.21,-0.15,-0.10,0.14,0.00,-0.00,0.00,
0.211,-0.15,-0.10,0.14,0.00,-0.00,0.00,
0.212,-0.09,-0.08,0.18,0.00,-0.00,0.00,
0.212,-0.09,-0.08,0.18,0.00,-0.00,0.00,
0.218,-0.09,-0.08,0.18,-0.00,0.00,0.00,
0.219,-0.09,-0.08,0.18,-0.00,0.00,0.00,
0.226,-0.05,-0.07,0.22,-0.00,0.00,0.00,
0.228,-0.05,-0.07,0.22,-0.00,0.00,0.00,
0.239,-0.05,-0.07,0.22,0.00,-0.00,-0.00,
0.241,-0.05,-0.07,0.22,0.00,-0.00,-0.00,
0.243,-0.03,-0.03,0.26,0.00,-0.00,-0.00,
0.244,-0.03,-0.03,0.26,0.00,-0.00,-0.00,
0.245,-0.03,-0.03,0.26,0.00,-0.00,0.00,
0.247,-0.03,-0.03,0.26,0.00,-0.00,0.00,
0.248,-0.04,-0.02,0.31,0.00,-0.00,0.00,
0.25,-0.04,-0.02,0.31,0.00,-0.00,0.00,
0.252,-0.04,-0.02,0.31,0.00,0.00,0.00,
0.253,-0.04,-0.02,0.31,0.00,0.00,0.00,
0.255,-0.04,-0.04,0.34,0.00,0.00,0.00,
0.257,-0.04,-0.04,0.34,0.00,0.00,0.00,
0.259,-0.04,-0.04,0.34,0.00,0.00,0.00,
0.26,-0.04,-0.04,0.34,0.00,0.00,0.00,
0.261,-0.04,-0.09,0.34,0.00,0.00,0.00,
0.261,-0.04,-0.09,0.34,0.00,0.00,0.00,
0.273,-0.04,-0.09,0.34,0.00,-0.00,0.00,
0.273,-0.04,-0.09,0.34,0.00,-0.00,0.00,
0.274,-0.04,-0.12,0.32,0.00,-0.00,0.00,
0.275,-0.04,-0.12,0.32,0.00,-0.00,0.00,
0.275,-0.04,-0.12,0.32,-0.00,0.00,-0.00,
0.276,-0.04,-0.12,0.32,-0.00,0.00,-0.00,
0.276,-0.05,-0.13,0.28,-0.00,0.00,-0.00,
0.277,-0.05,-0.13,0.28,-0.00,0.00,-0.00,
0.289,-0.05,-0.13,0.28,0.00,-0.00,-0.00,
0.29,-0.05,-0.13,0.28,0.00,-0.00,-0.00,
0.29,-0.06,-0.12,0.27,0.00,-0.00,-0.00,
0.291,-0.06,-0.12,0.27,0.00,-0.00,-0.00,
0.294,-0.06,-0.12,0.27,0.00,-0.00,0.00,
0.295,-0.06,-0.12,0.27,0.00,-0.00,0.00,
0.296,-0.06,-0.09,0.26,0.00,-0.00,0.00,
0.296,-0.06,-0.09,0.26,0.00,-0.00,0.00,
0.304,-0.06,-0.09,0.26,0.00,0.00,0.00,
0.305,-0.06,-0.09,0.26,0.00,0.00,0.00,
0.306,-0.06,-0.07,0.25,0.00,0.00,0.00,
0.306,-0.06,-0.07,0.25,0.00,0.00,0.00,
