
time,ax,ay,az,wx,wy,wz,
0.003,0.12,0.16,0.94,-0.11,-0.02,-0.03,
0.004,0.12,0.16,0.94,-0.11,-0.02,-0.03,
0.004,0.05,0.13,0.52,-0.11,-0.02,-0.03,
0.004,0.05,0.13,0.52,-0.11,-0.02,-0.03,
0.005,0.05,0.13,0.52,-0.11,-0.06,0.01,
0.005,0.05,0.13,0.52,-0.11,-0.06,0.01,
0.005,-0.01,0.08,0.12,-0.11,-0.06,0.01,
0.006,-0.01,0.08,0.12,-0.11,-0.06,0.01,
0.012,-0.01,0.08,0.12,-0.08,-0.08,0.04,
0.012,-0.01,0.08,0.12,-0.08,-0.08,0.04,
0.013,-0.08,0.06,-0.09,-0.08,-0.08,0.04,
0.013,-0.08,0.06,-0.09,-0.08,-0.08,0.04,
0.026,-0.08,0.06,-0.09,-0.04,-0.07,0.06,
0.027,-0.08,0.06,-0.09,-0.04,-0.07,0.06,
0.027,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.028,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.031,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.031,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.031,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.032,-0.11,0.09,-0.08,-0.04,-0.07,0.06,
0.04,-0.11,0.09,-0.08,0.01,-0.03,0.08,
0.041,-0.11,0.09,-0.08,0.01,-0.03,0.08,
0.041,-0.01,0.19,0.32,0.01,-0.03,0.08,
0.041,-0.01,0.19,0.32,0.01,-0.03,0.08,
0.051,-0.01,0.19,0.32,0.05,0.00,0.09,
0.052,-0.01,0.19,0.32,0.05,0.00,0.09,
0.052,0.08,0.25,0.46,0.05,0.00,0.09,
0.053,0.08,0.25,0.46,0.05,0.00,0.09,
0.059,0.08,0.25,0.46,0.09,0.02,0.08,
0.06,0.08,0.25,0.46,0.09,0.02,0.08,
0.061,0.15,0.27,0.46,0.09,0.02,0.08,
0.061,0.15,0.27,0.46,0.09,0.02,0.08,
0.068,0.15,0.27,0.46,0.11,0.01,0.07,
0.069,0.15,0.27,0.46,0.11,0.01,0.07,
0.07,0.14,0.25,0.34,0.11,0.01,0.07,
0.07,0.14,0.25,0.34,0.11,0.01,0.07,
0.078,0.14,0.25,0.34,0.12,-0.01,0.07,
0.079,0.14,0.25,0.34,0.12,-0.01,0.07,
0.08,0.08,0.20,0.18,0.12,-0.01,0.07,
0.08,0.08,0.20,0.18,0.12,-0.01,0.07,
0.094,0.08,0.20,0.18,0.13,-0.04,0.08,
0.095,0.08,0.20,0.18,0.13,-0.04,0.08,
0.096,-0.02,0.13,0.05,0.13,-0.04,0.08,
0.096,-0.02,0.13,0.05,0.13,-0.04,0.08,
0.097,-0.02,0.13,0.05,0.13,-0.06,0.08,
0.098,-0.02,0.13,0.05,0.13,-0.06,0.08,
0.098,-0.11,0.07,0.03,0.13,-0.06,0.08,
0.099,-0.11,0.07,0.03,0.13,-0.06,0.08,
0.108,-0.11,0.07,0.03,0.13,-0.06,0.06,
0.109,-0.11,0.07,0.03,0.13,-0.06,0.06,
0.11,-0.10,0.07,0.10,0.13,-0.06,0.06,
0.11,-0.10,0.07,0.10,0.13,-0.06,0.06,
0.119,-0.10,0.07,0.10,0.11,-0.03,0.03,
0.119,-0.10,0.07,0.10,0.11,-0.03,0.03,
0.12,-0.05,0.08,0.20,0.11,-0.03,0.03,
0.12,-0.05,0.08,0.20,0.11,-0.03,0.03,
0.126,-0.05,0.08,0.20,0.09,0.00,-0.00,
0.127,-0.01,0.11,0.25,0.09,0.00,-0.00,
0.127,-0.01,0.11,0.25,0.09,0.00,-0.00,
0.127,-0.01,0.11,0.25,0.09,0.00,-0.00,
0.135,-0.01,0.11,0.25,0.06,0.03,-0.03,
0.136,-0.01,0.11,0.25,0.06,0.03,-0.03,
0.136,0.01,0.13,0.27,0.06,0.03,-0.03,
0.136,0.01,0.13,0.27,0.06,0.03,-0.03,
0.144,0.01,0.13,0.27,0.04,0.04,-0.04,
0.145,0.01,0.13,0.27,0.04,0.04,-0.04,
0.146,-0.01,0.13,0.26,0.04,0.04,-0.04,
0.146,-0.01,0.13,0.26,0.04,0.04,-0.04,
0.153,-0.01,0.13,0.26,0.02,0.03,-0.04,
0.155,-0.01,0.13,0.26,0.02,0.03,-0.04,
0.155,-0.06,0.13,0.23,0.02,0.03,-0.04,
0.156,-0.06,0.13,0.23,0.02,0.03,-0.04,
0.164,-0.06,0.13,0.23,0.02,0.03,-0.03,
0.165,-0.06,0.13,0.23,0.02,0.03,-0.03,
0.167,-0.09,0.13,0.21,0.02,0.03,-0.03,
