
time,ax,ay,az,wx,wy,wz,
0.001,0.05,0.03,0.40,0.00,-0.00,0.06,
0.002,0.05,0.03,0.40,0.00,-0.00,0.06,
0.002,0.00,0.03,0.43,0.00,-0.00,0.06,
0.002,0.00,0.03,0.43,0.00,-0.00,0.06,
0.009,0.00,0.03,0.43,-0.02,-0.02,0.03,
0.009,0.00,0.03,0.43,-0.02,-0.02,0.03,
0.009,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.01,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.018,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.019,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.019,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.02,-0.02,0.04,0.48,-0.02,-0.02,0.03,
0.031,-0.02,0.04,0.48,-0.04,-0.03,0.01,
0.032,-0.02,0.04,0.48,-0.04,-0.03,0.01,
0.032,0.02,0.07,0.66,-0.04,-0.03,0.01,
0.033,0.02,0.07,0.66,-0.04,-0.03,0.01,
0.038,0.02,0.07,0.66,-0.05,-0.02,0.00,
0.038,0.02,0.07,0.66,-0.05,-0.02,0.00,
0.038,0.06,0.10,0.68,-0.05,-0.02,0.00,
0.039,0.06,0.10,0.68,-0.05,-0.02,0.00,
0.047,0.06,0.10,0.68,-0.06,-0.01,0.00,
0.048,0.06,0.10,0.68,-0.06,-0.01,0.00,
0.048,0.07,0.10,0.66,-0.06,-0.01,0.00,
0.048,0.07,0.10,0.66,-0.06,-0.01,0.00,
0.057,0.07,0.10,0.66,-0.05,-0.01,0.00,
0.057,0.07,0.10,0.66,-0.05,-0.01,0.00,
0.058,0.06,0.10,0.58,-0.05,-0.01,0.00,
0.058,0.06,0.10,0.58,-0.05,-0.01,0.00,
0.065,0.06,0.10,0.58,-0.05,-0.01,0.00,
0.066,0.06,0.10,0.58,-0.05,-0.01,0.00,
0.066,0.07,0.11,0.47,-0.05,-0.01,0.00,
0.066,0.07,0.11,0.47,-0.05,-0.01,0.00,
0.075,0.07,0.11,0.47,-0.04,-0.02,0.00,
0.076,0.07,0.11,0.47,-0.04,-0.02,0.00,
0.076,0.06,0.10,0.37,-0.04,-0.02,0.00,
0.077,0.06,0.10,0.37,-0.04,-0.02,0.00,
0.085,0.06,0.10,0.37,-0.03,-0.02,0.01,
0.086,0.06,0.10,0.37,-0.03,-0.02,0.01,
0.087,0.07,0.13,0.30,-0.03,-0.02,0.01,
0.087,0.07,0.13,0.30,-0.03,-0.02,0.01,
0.094,0.07,0.13,0.30,-0.01,-0.02,0.02,
0.095,0.07,0.13,0.30,-0.01,-0.02,0.02,
0.095,0.10,0.11,0.28,-0.01,-0.02,0.02,
0.096,0.10,0.11,0.28,-0.01,-0.02,0.02,
0.103,0.10,0.11,0.28,0.01,-0.03,0.02,
0.104,0.10,0.11,0.28,0.01,-0.03,0.02,
0.105,0.10,0.09,0.27,0.01,-0.03,0.02,
0.105,0.10,0.09,0.27,0.01,-0.03,0.02,
0.119,0.10,0.09,0.27,0.03,-0.03,0.02,
0.121,0.10,0.09,0.27,0.03,-0.03,0.02,
0.121,0.09,0.06,0.28,0.03,-0.03,0.02,
0.122,0.09,0.06,0.28,0.03,-0.03,0.02,
0.122,0.09,0.06,0.28,0.04,-0.04,0.01,
0.123,0.09,0.06,0.28,0.04,-0.04,0.01,
0.123,0.09,0.06,0.27,0.04,-0.04,0.01,
0.124,0.09,0.06,0.27,0.04,-0.04,0.01,
0.139,0.09,0.06,0.27,0.04,-0.05,-0.00,
0.14,0.09,0.06,0.27,0.04,-0.05,-0.00,
0.14,0.07,0.07,0.19,0.04,-0.05,-0.00,
0.141,0.07,0.07,0.19,0.04,-0.05,-0.00,
0.146,0.07,0.07,0.19,0.04,-0.05,-0.02,
0.147,0.07,0.07,0.19,0.04,-0.05,-0.02,
0.147,0.06,0.07,0.12,0.04,-0.05,-0.02,
0.148,0.06,0.07,0.12,0.04,-0.05,-0.02,
0.152,0.06,0.07,0.12,0.03,-0.05,-0.03,
0.152,0.06,0.07,0.12,0.03,-0.05,-0.03,
0.153,0.05,0.07,0.05,0.03,-0.05,-0.03,
0.153,0.05,0.07,0.05,0.03,-0.05,-0.03,
0.161,0.05,0.07,0.05,0.03,-0.05,-0.04,
0.162,0.05,0.07,0.05,0.03,-0.05,-0.04,
0.162,0.05,0.08,0.03,0.03,-0.05,-0.04,
0.163,0.05,0.08,0.03,0.03,-0.05,-0.04,
0.171,0.05,0.08,0.03,0.03,-0.04,-0.02,
0.171,0.05,0.08,0.03,0.03,-0.04,-0.02,
0.172,0.05,0.07,0.10,0.03,-0.04,-0.02,
0.172,0.05,0.07,0.10,0.03,-0.04,-0.02,
0.181,0.05,0.07,0.10,0.04,-0.02,-0.00,
0.182,0.05,0.07,0.10,0.04,-0.02,-0.00,
0.183,0.05,0.05,0.20,0.04,-0.02,-0.00,
0.183,0.05,0.05,0.20,0.04,-0.02,-0.00,
0.19,0.05,0.05,0.20,0.04,-0.01,0.01,
0.191,0.05,0.05,0.20,0.04,-0.01,0.01,
0.191,0.03,0.03,0.27,0.04,-0.01,0.01,
0.192,0.03,0.03,0.27,0.04,-0.01,0.01,
0.199,0.03,0.03,0.27,0.03,-0.01,0.02,
0.199,0.03,0.03,0.27,0.03,-0.01,0.02,
0.2,0.01,0.00,0.30,0.03,-0.01,0.02,
0.201,0.01,0.00,0.30,0.03,-0.01,0.02,
0.209,0.01,0.00,0.30,0.03,-0.01,0.01,
0.209,0.01,0.00,0.30,0.03,-0.01,0.01,
0.21,-0.01,0.01,0.29,0.03,-0.01,0.01,
0.21,-0.01,0.01,0.29,0.03,-0.01,0.01,
0.219,-0.01,0.01,0.29,0.01,-0.00,0.01,
0.22,-0.01,0.01,0.29,0.01,-0.00,0.01,
0.22,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.221,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.235,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.236,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.237,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.237,-0.04,0.02,0.26,0.01,-0.00,0.01,
0.243,-0.04,0.02,0.26,-0.01,0.01,0.00,
0.244,-0.04,0.02,0.26,-0.01,0.01,0.00,
