
time,ax,ay,az,wx,wy,wz,
0.007,0.12,0.13,0.70,-0.04,-0.08,-0.02,
0.008,0.12,0.13,0.70,-0.04,-0.08,-0.02,
0.008,-0.01,0.09,0.54,-0.04,-0.08,-0.02,
0.008,-0.01,0.09,0.54,-0.04,-0.08,-0.02,
0.015,-0.01,0.09,0.54,-0.10,-0.18,-0.07,
0.015,-0.01,0.09,0.54,-0.10,-0.18,-0.07,
0.015,-0.11,0.02,0.38,-0.10,-0.18,-0.07,
0.016,-0.11,0.02,0.38,-0.10,-0.18,-0.07,
0.021,-0.11,0.02,0.38,-0.14,-0.22,-0.09,
0.022,-0.11,0.02,0.38,-0.14,-0.22,-0.09,
0.022,-0.15,-0.04,0.27,-0.14,-0.22,-0.09,
0.023,-0.15,-0.04,0.27,-0.14,-0.22,-0.09,
0.031,-0.15,-0.04,0.27,-0.15,-0.20,-0.08,
0.032,-0.15,-0.04,0.27,-0.15,-0.20,-0.08,
0.032,-0.15,-0.05,0.14,-0.15,-0.20,-0.08,
0.032,-0.15,-0.05,0.14,-0.15,-0.20,-0.08,
0.041,-0.15,-0.05,0.14,-0.14,-0.13,-0.05,
0.042,-0.15,-0.05,0.14,-0.14,-0.13,-0.05,
0.043,-0.09,-0.01,0.04,-0.14,-0.13,-0.05,
0.043,-0.09,-0.01,0.04,-0.14,-0.13,-0.05,
0.054,-0.09,-0.01,0.04,-0.13,-0.06,-0.00,
0.055,-0.09,-0.01,0.04,-0.13,-0.06,-0.00,
0.055,-0.01,0.02,-0.01,-0.13,-0.06,-0.00,
0.056,-0.01,0.02,-0.01,-0.13,-0.06,-0.00,
0.06,-0.01,0.02,-0.01,-0.11,-0.01,0.03,
0.061,-0.01,0.02,-0.01,-0.11,-0.01,0.03,
0.062,0.02,0.04,-0.04,-0.11,-0.01,0.03,
0.063,0.02,0.04,-0.04,-0.11,-0.01,0.03,
0.076,0.02,0.04,-0.04,-0.07,0.01,0.04,
0.076,0.02,0.04,-0.04,-0.07,0.01,0.04,
0.077,0.03,0.05,-0.02,-0.07,0.01,0.04,
0.077,0.03,0.05,-0.02,-0.07,0.01,0.04,
0.078,0.03,0.05,-0.02,-0.03,-0.01,0.03,
0.078,0.03,0.05,-0.02,-0.03,-0.01,0.03,
0.079,0.02,0.04,-0.00,-0.03,-0.01,0.03,
0.079,0.02,0.04,-0.00,-0.03,-0.01,0.03,
0.088,0.02,0.04,-0.00,0.01,-0.03,0.01,
0.089,0.02,0.04,-0.00,0.01,-0.03,0.01,
0.089,-0.01,0.03,0.07,0.01,-0.03,0.01,
0.089,-0.01,0.03,0.07,0.01,-0.03,0.01,
0.097,-0.01,0.03,0.07,0.04,-0.06,-0.01,
0.098,-0.01,0.03,0.07,0.04,-0.06,-0.01,
0.099,-0.01,0.05,0.18,0.04,-0.06,-0.01,
0.099,-0.01,0.05,0.18,0.04,-0.06,-0.01,
0.108,-0.01,0.05,0.18,0.05,-0.06,-0.01,
0.108,-0.01,0.05,0.18,0.05,-0.06,-0.01,
0.109,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.109,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.118,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.119,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.119,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.12,-0.02,0.07,0.30,0.05,-0.06,-0.01,
0.126,-0.02,0.07,0.30,0.05,-0.05,-0.01,
0.126,-0.02,0.07,0.30,0.05,-0.05,-0.01,
0.127,-0.06,0.09,0.41,0.05,-0.05,-0.01,
0.127,-0.06,0.09,0.41,0.05,-0.05,-0.01,
0.135,-0.06,0.09,0.41,0.03,-0.04,-0.00,
0.136,-0.06,0.09,0.41,0.03,-0.04,-0.00,
0.136,-0.08,0.07,0.34,0.03,-0.04,-0.00,
0.137,-0.08,0.07,0.34,0.03,-0.04,-0.00,
0.147,-0.08,0.07,0.34,0.01,-0.02,0.01,
0.147,-0.08,0.07,0.34,0.01,-0.02,0.01,
0.148,-0.07,0.05,0.25,0.01,-0.02,0.01,
0.148,-0.07,0.05,0.25,0.01,-0.02,0.01,
0.154,-0.07,0.05,0.25,-0.01,-0.00,0.01,
0.155,-0.07,0.05,0.25,-0.01,-0.00,0.01,
0.155,-0.05,0.01,0.14,-0.01,-0.00,0.01,
0.156,-0.05,0.01,0.14,-0.01,-0.00,0.01,
0.164,-0.05,0.01,0.14,-0.03,0.02,0.01,
0.165,-0.05,0.01,0.14,-0.03,0.02,0.01,
0.165,-0.02,0.02,0.09,-0.03,0.02,0.01,
0.166,-0.02,0.02,0.09,-0.03,0.02,0.01,
0.173,-0.02,0.02,0.09,-0.03,0.04,0.01,
0.174,-0.02,0.02,0.09,-0.03,0.04,0.01,
0.174,-0.01,0.03,0.09,-0.03,0.04,0.01,
0.175,-0.01,0.03,0.09,-0.03,0.04,0.01,
0.184,-0.01,0.03,0.09,-0.03,0.04,0.02,
0.185,-0.01,0.03,0.09,-0.03,0.04,0.02,
0.185,0.00,-0.00,0.10,-0.03,0.04,0.02,
0.185,0.00,-0.00,0.10,-0.03,0.04,0.02,
0.192,0.00,-0.00,0.10,-0.02,0.04,0.03,
0.193,0.00,-0.00,0.10,-0.02,0.04,0.03,
0.193,0.03,-0.00,0.14,-0.02,0.04,0.03,
0.194,0.03,-0.00,0.14,-0.02,0.04,0.03,
0.203,0.03,-0.00,0.14,-0.01,0.04,0.04,
0.203,0.03,-0.00,0.14,-0.01,0.04,0.04,
0.204,0.05,-0.01,0.17,-0.01,0.04,0.04,
0.204,0.05,-0.01,0.17,-0.01,0.04,0.04,
0.211,0.05,-0.01,0.17,-0.01,0.02,0.02,
0.212,0.05,-0.01,0.17,-0.01,0.02,0.02,
0.212,0.08,0.00,0.20,-0.01,0.02,0.02,
0.212,0.08,0.00,0.20,-0.01,0.02,0.02,
0.221,0.08,0.00,0.20,-0.02,-0.01,-0.01,
0.221,0.08,0.00,0.20,-0.02,-0.01,-0.01,
0.222,0.11,0.05,0.26,-0.02,-0.01,-0.01,
0.222,0.11,0.05,0.26,-0.02,-0.01,-0.01,
0.23,0.11,0.05,0.26,-0.02,-0.04,-0.04,
0.231,0.11,0.05,0.26,-0.02,-0.04,-0.04,
0.232,0.15,0.07,0.31,-0.02,-0.04,-0.04,
0.232,0.15,0.07,0.31,-0.02,-0.04,-0.04,
0.239,0.15,0.07,0.31,-0.03,-0.08,-0.06,
0.24,0.15,0.07,0.31,-0.03,-0.08,-0.06,
0.241,0.16,0.08,0.34,-0.03,-0.08,-0.06,
0.241,0.16,0.08,0.34,-0.03,-0.08,-0.06,
0.25,0.16,0.08,0.34,-0.03,-0.10,-0.06,
0.251,0.16,0.08,0.34,-0.03,-0.10,-0.06,
0.252,0.19,0.10,0.36,-0.03,-0.10,-0.06,
0.253,0.19,0.10,0.36,-0.03,-0.10,-0.06,
0.258,0.19,0.10,0.36,-0.03,-0.12,-0.04,
0.259,0.19,0.10,0.36,-0.03,-0.12,-0.04,
0.26,0.19,0.08,0.35,-0.03,-0.12,-0.04,
0.26,0.19,0.08,0.35,-0.03,-0.12,-0.04,
0.27,0.19,0.08,0.35,-0.03,-0.13,-0.02,
0.271,0.19,0.08,0.35,-0.03,-0.13,-0.02,
0.272,0.18,0.09,0.34,-0.03,-0.13,-0.02,
0.272,0.18,0.09,0.34,-0.03,-0.13,-0.02,
0.278,0.18,0.09,0.34,-0.03,-0.15,-0.01,
0.279,0.18,0.09,0.34,-0.03,-0.15,-0.01,
0.28,0.17,0.12,0.33,-0.03,-0.15,-0.01,
0.28,0.17,0.12,0.33,-0.03,-0.15,-0.01,
0.288,0.17,0.12,0.33,-0.02,-0.15,-0.02,
0.289,0.17,0.12,0.33,-0.02,-0.15,-0.02,
0.289,0.14,0.13,0.27,-0.02,-0.15,-0.02,
0.29,0.14,0.13,0.27,-0.02,-0.15,-0.02,
0.298,0.14,0.13,0.27,-0.02,-0.15,-0.01,
0.299,0.14,0.13,0.27,-0.02,-0.15,-0.01,
0.3,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.3,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.308,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.308,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.309,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.309,0.12,0.18,0.20,-0.02,-0.15,-0.01,
0.317,0.12,0.18,0.20,-0.01,-0.13,-0.01,
0.318,0.12,0.18,0.20,-0.01,-0.13,-0.01,
0.319,0.07,0.19,0.07,-0.01,-0.13,-0.01,
0.319,0.07,0.19,0.07,-0.01,-0.13,-0.01,
0.326,0.07,0.19,0.07,0.00,-0.10,-0.01,
0.327,0.07,0.19,0.07,0.00,-0.10,-0.01,
0.328,0.07,0.20,0.06,0.00,-0.10,-0.01,
0.329,0.07,0.20,0.06,0.00,-0.10,-0.01,
0.336,0.07,0.20,0.06,0.04,-0.07,-0.00,
0.337,0.07,0.20,0.06,0.04,-0.07,-0.00,
0.337,0.07,0.17,0.08,0.04,-0.07,-0.00,
0.338,0.07,0.17,0.08,0.04,-0.07,-0.00,
0.345,0.07,0.17,0.08,0.07,-0.04,0.01,
0.346,0.07,0.17,0.08,0.07,-0.04,0.01,
0.346,0.06,0.12,0.11,0.07,-0.04,0.01,
0.347,0.06,0.12,0.11,0.07,-0.04,0.01,
0.354,0.06,0.12,0.11,0.10,-0.01,0.01,
0.355,0.06,0.12,0.11,0.10,-0.01,0.01,
0.355,0.04,0.07,0.14,0.10,-0.01,0.01,
0.356,0.04,0.07,0.14,0.10,-0.01,0.01,
0.371,0.04,0.07,0.14,0.10,0.01,0.01,
0.372,0.04,0.07,0.14,0.10,0.01,0.01,
0.373,0.01,0.01,0.16,0.10,0.01,0.01,
