
time,ax,ay,az,wx,wy,wz,
0.002,0.20,0.19,0.90,-0.04,0.03,-0.02,
0.003,0.20,0.19,0.90,-0.04,0.03,-0.02,
0.003,0.04,0.06,0.41,-0.04,0.03,-0.02,
0.003,0.04,0.06,0.41,-0.04,0.03,-0.02,
0.004,0.04,0.06,0.41,-0.09,-0.05,-0.04,
0.004,0.04,0.06,0.41,-0.09,-0.05,-0.04,
0.004,-0.06,0.02,0.11,-0.09,-0.05,-0.04,
0.005,-0.06,0.02,0.11,-0.09,-0.05,-0.04,
0.018,-0.06,0.02,0.11,-0.13,-0.07,-0.00,
0.02,-0.06,0.02,0.11,-0.13,-0.07,-0.00,
0.022,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.023,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.025,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.026,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.027,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.028,-0.13,-0.00,-0.09,-0.13,-0.07,-0.00,
0.036,-0.13,-0.00,-0.09,-0.11,-0.02,0.02,
0.037,-0.13,-0.00,-0.09,-0.11,-0.02,0.02,
0.037,-0.08,0.13,0.01,-0.11,-0.02,0.02,
0.037,-0.08,0.13,0.01,-0.11,-0.02,0.02,
0.043,-0.08,0.13,0.01,-0.07,0.03,0.04,
0.044,-0.08,0.13,0.01,-0.07,0.03,0.04,
0.044,0.02,0.17,0.20,-0.07,0.03,0.04,
0.044,0.02,0.17,0.20,-0.07,0.03,0.04,
0.049,0.02,0.17,0.20,-0.03,0.07,0.05,
0.05,0.08,0.19,0.37,-0.03,0.07,0.05,
0.05,0.08,0.19,0.37,-0.03,0.07,0.05,
0.05,0.08,0.19,0.37,-0.03,0.07,0.05,
0.059,0.08,0.19,0.37,0.00,0.09,0.09,
0.06,0.08,0.19,0.37,0.00,0.09,0.09,
0.06,0.12,0.15,0.46,0.00,0.09,0.09,
0.06,0.12,0.15,0.46,0.00,0.09,0.09,
0.068,0.12,0.15,0.46,0.02,0.08,0.13,
0.069,0.12,0.15,0.46,0.02,0.08,0.13,
0.069,0.11,0.08,0.48,0.02,0.08,0.13,
0.069,0.11,0.08,0.48,0.02,0.08,0.13,
0.078,0.11,0.08,0.48,0.02,0.05,0.16,
0.078,0.11,0.08,0.48,0.02,0.05,0.16,
0.078,0.05,0.02,0.41,0.02,0.05,0.16,
0.079,0.05,0.02,0.41,0.02,0.05,0.16,
0.087,0.05,0.02,0.41,-0.00,0.01,0.14,
0.088,0.05,0.02,0.41,-0.00,0.01,0.14,
0.088,-0.04,-0.04,0.31,-0.00,0.01,0.14,
0.088,-0.04,-0.04,0.31,-0.00,0.01,0.14,
0.097,-0.04,-0.04,0.31,-0.03,-0.03,0.09,
0.098,-0.04,-0.04,0.31,-0.03,-0.03,0.09,
0.098,-0.12,-0.05,0.23,-0.03,-0.03,0.09,
0.099,-0.12,-0.05,0.23,-0.03,-0.03,0.09,
0.106,-0.12,-0.05,0.23,-0.06,-0.06,0.02,
0.107,-0.12,-0.05,0.23,-0.06,-0.06,0.02,
0.107,-0.16,-0.03,0.19,-0.06,-0.06,0.02,
0.108,-0.16,-0.03,0.19,-0.06,-0.06,0.02,
0.116,-0.16,-0.03,0.19,-0.09,-0.05,-0.04,
0.117,-0.16,-0.03,0.19,-0.09,-0.05,-0.04,
0.117,-0.15,0.02,0.19,-0.09,-0.05,-0.04,
0.118,-0.15,0.02,0.19,-0.09,-0.05,-0.04,
0.125,-0.15,0.02,0.19,-0.09,-0.01,-0.07,
0.126,-0.15,0.02,0.19,-0.09,-0.01,-0.07,
0.127,-0.10,0.07,0.19,-0.09,-0.01,-0.07,
0.127,-0.10,0.07,0.19,-0.09,-0.01,-0.07,
0.134,-0.10,0.07,0.19,-0.08,0.03,-0.07,
0.135,-0.10,0.07,0.19,-0.08,0.03,-0.07,
0.135,-0.07,0.08,0.15,-0.08,0.03,-0.07,
0.136,-0.07,0.08,0.15,-0.08,0.03,-0.07,
0.144,-0.07,0.08,0.15,-0.06,0.06,-0.06,
0.145,-0.07,0.08,0.15,-0.06,0.06,-0.06,
0.145,-0.04,0.07,0.05,-0.06,0.06,-0.06,
0.145,-0.04,0.07,0.05,-0.06,0.06,-0.06,
0.162,-0.04,0.07,0.05,-0.03,0.07,-0.04,
0.163,-0.04,0.07,0.05,-0.03,0.07,-0.04,
0.163,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.164,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.164,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.165,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.165,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.166,-0.03,0.07,-0.03,-0.03,0.07,-0.04,
0.173,-0.03,0.07,-0.03,0.00,0.06,-0.01,
